company,name,fuel,km_driven,mileage,torque,seats,engine,Insurance_id,Insurance
Maruti,Maruti 800 Std,Petrol,49000,18.8 kmpl,153Nm@ 3800rpm,4,1497 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ritz VDi,Diesel,95000,18.9 kmpl,177.5Nm@ 4700rpm,5,1995 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 Magna,Petrol,11000,21.14 kmpl,153Nm@ 3800rpm,5,2494 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Volkswagen,Volkswagen Ameo 1.0 MPI Trendline,Petrol,18000,22.32 kmpl,300Nm@ 1200-4000rpm,5,1995 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 Sportz,Petrol,46100,,130Nm@ 4000rpm,5,2362 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VXI,Petrol,16000,,300Nm@ 1200-1400rpm,5,1373 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Xcent 1.2 Kappa S,Petrol,18000,15.4 kmpl,146Nm@ 4800rpm,5,1969 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Honda,Honda City 1.5 EXI,Petrol,9654,19.01 kmpl,113Nm@ 4200rpm,5,1598 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Corolla Altis Diesel D4DG,Diesel,11000,15.1 kmpl,90Nm@ 3500rpm,5,1196 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Fortuner 4x2 Manual,Diesel,24300,24.7 kmpl,113Nm@ 4200rpm,7,1399 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra KUV 100 mFALCON G80 K8,Petrol,42163,20.0 kmpl,360Nm@ 1200-3400rpm,6,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Zest Quadrajet 1.3 75PS XM,Diesel,8000,20.36 kmpl,260Nm@ 1500-2750rpm,5,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda City 1.5 S MT,Petrol,30000,21.21 kmpl,400Nm@ 1750-2500rpm,5,1197 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Zen LXI,Petrol,41000,15.96 kmpl,213Nm@ 4500rpm,5,796 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Wagon R VXI BS IV with ABS,Petrol,12000,20.51 kmpl,400Nm@ 1750-2500rpm,5,1248 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Verna Transform SX VTVT,Petrol,71000,21.1 kmpl,224Nm@ 4000rpm,5,1197 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Swift Dzire VXI,Petrol,20000,12.8 kmpl,130Nm@ 4000rpm,5,999 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Getz GLS,Petrol,30000,13.5 kmpl,640Nm@ 1740rpm,5,1197 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Elite i20 Sportz Plus BSIV,Petrol,100000,25.44 kmpl,250Nm@ 1500-2500rpm,5,1197 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Ciaz 1.3 Alpha,Diesel,9500,21.66 kmpl,112Nm@ 4000rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Tigor 1.2 Revotron XZ,Petrol,120000,17.6 kmpl,160Nm@ 2000rpm,5,1493 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Ertiga VDI,Diesel,36600,21.1 kmpl,113Nm@ 4200rpm,7,1364 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Honda,Honda City i VTEC S,Petrol,50000,25.17 kmpl,90Nm@ 3500rpm,5,2982 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda Brio S MT,Petrol,14000,19.0 kmpl,114.7Nm@ 4000rpm,5,1198 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R LXI CNG,CNG,40000,12.99 kmpl,59Nm@ 2500rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VXI,Petrol,120000,18.2 kmpl,113Nm@ 4500rpm,5,1497 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai i20 Sportz 1.2,Petrol,70000,22.32 kmpl,114Nm@ 4000rpm,5,993 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R AMT VXI,Petrol,13000,25.8 kmpl,95Nm@ 3000-4300rpm,5,1599 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VXI 1.2,Petrol,60000,22.0 kmpl,114Nm@ 4000rpm,5,1197 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Alto 800 LXI,Petrol,35000,14.24 kmpl,114Nm@ 4000rpm,5,1341 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Swift Dzire AMT VXI BS IV,Petrol,44000,15.8 kmpl,114Nm@ 4000rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VXI Optional,Petrol,120000,18.9 kmpl,13.1kgm@ 4600rpm,5,1248 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata Hexa XE,Diesel,60000,13.7 kmpl,205Nm@ 1800-2800rpm,7,1199 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai i20 Magna,Petrol,60000,12.2 kmpl,71Nm@ 3500rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R VXI BS IV,Petrol,30000,18.8 kmpl,343Nm@ 1400-3400rpm,5,1497 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Corolla Altis 1.8 VL AT,Petrol,15000,19.81 kmpl,115Nm@ 3500-3600rpm,5,1198 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda Brio S MT,Petrol,90000,19.09 kmpl,190Nm@ 1750-3000rpm,5,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Baleno Alpha Automatic,Petrol,47000,23.01 kmpl,146Nm at 4800 rpm,5,1197 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata Safari Storme EX,Diesel,90000,13.6 kmpl,78Nm@ 4500rpm,7,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Renault,Renault KWID RXT,Petrol,120600,18.49 kmpl,90Nm@ 3500rpm,5,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Vitara Brezza VDi Option,Diesel,100000,26.59 kmpl,14.9 KGM at 3000 RPM,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Xcent 1.2 VTVT SX,Petrol,60000,22.74 kmpl,115Nm@ 4000rpm,5,796 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Alto 800 LXI,Petrol,86000,24.52 kmpl,115Nm@ 3200rpm,5,1197 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai i20 1.2 Sportz,Petrol,5000,24.0 kmpl,117nm@ 4000rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Zest Revotron 1.2 XT,Petrol,37000,20.0 kmpl,200Nm@ 1750rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Ford,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,Petrol,14000,16.8 kmpl,114Nm@ 3500rpm,5,1248 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Wagon R LXI Optional,Petrol,70000,18.9 kmpl,200Nm@ 1750rpm,5,998 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra Ssangyong Rexton RX5,Diesel,120000,19.81 kmpl,,7,1794 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Quanto C8,Diesel,50000,17.57 kmpl,145Nm@ 4600rpm,7,1198 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ritz LDi,Diesel,60000,23.95 kmpl,109Nm@ 4500rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,Diesel,50000,24.52 kmpl,77Nm@ 3500rpm,5,2179 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Renault,Renault KWID RXT,Petrol,50000,14.1 kmpl,115Nm@ 4000rpm,5,796 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ertiga VDI,Diesel,70000,23.95 kmpl,113.7Nm@ 4000rpm,7,799 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Mahindra,Mahindra XUV500 W4,Diesel,90000,24.0 kmpl,,7,1198 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Eeco 5 Seater AC BSIV,Petrol,35000,25.17 kmpl,90Nm@ 3500rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Santro Xing GLS,Petrol,20000,22.9 kmpl,113Nm@ 4200rpm,5,1197 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai Accent GLE,Petrol,20000,15.96 kmpl,69Nm@ 3500rpm,5,796 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra XUV500 W8 2WD,Diesel,7800,9.0 kmpl,113Nm@ 4200rpm,7,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,Diesel,20000,23.95 kmpl,113Nm@ 4200rpm,7,1193 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda Amaze S CVT Petrol BSIV,Petrol,15000,23.4 kmpl,320Nm@ 1500-3000rpm,5,1498 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai i10 Sportz 1.2,Petrol,31377,21.1 kmpl,113.7Nm@ 4000rpm,5,1497 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VDI,Diesel,50000,15.4 kmpl,190Nm@ 2000rpm,5,1198 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Ertiga SHVS ZDI Plus,Diesel,60000,23.95 kmpl,90Nm@ 3500rpm,7,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Getz 1.3 GVS,Petrol,100000,24.0 kmpl,173Nm@ 4000rpm,5,2696 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai i20 1.2 Magna,Petrol,60000,22.77 kmpl,109Nm@ 4500rpm,5,1493 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Maruti,Maruti Swift LXI Optional-O,Petrol,5000,20.51 kmpl,115Nm@ 4000rpm,5,1582 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata Indica Vista TDI LS,Diesel,60000,15.96 kmpl,320Nm@ 1500-3000rpm,5,799 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 2015-2017 Asta 1.4 CRDi,Diesel,25000,23.0 kmpl,62Nm@ 3000rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ignis 1.3 Alpha,Diesel,30000,22.95 kmpl,72Nm@ 4386rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Hexa XTA,Diesel,80000,16.55 kmpl,104Nm@ 4000rpm,7,1196 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Marazzo M6 8Str,Diesel,75000,14.0 kmpl,200Nm@ 1750rpm,8,1086 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna 1.6 CRDI,Diesel,32000,14.0 kmpl,113.75nm@ 4000rpm,5,1495 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VDI,Diesel,40000,18.9 kmpl,69Nm@ 3500rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire LDi,Diesel,93000,0.0 kmpl,"11.4 kgm at 4,000 rpm",5,2494 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda City i DTEC V,Diesel,60000,18.9 kmpl,140Nm@ 1500-4000rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire ZDi,Diesel,120000,13.6 kmpl,,5,1199 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Xcent 1.2 CRDi E,Diesel,37000,22.37 kmpl,134Nm@ 4000rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Fortuner 3.0 Diesel,Diesel,15000,19.33 kmpl,150Nm@ 4500rpm,7,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Tiago 1.05 Revotorq XZ,Diesel,80000,14.1 kmpl,104Nm@ 4000rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Elite i20 Magna Plus BSIV,Petrol,140000,18.0 kmpl,90Nm@ 3500rpm,5,1341 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VXI,Petrol,70000,19.16 kmpl,340Nm@ 1800-3250rpm,5,1197 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Mahindra,Mahindra Thar CRDe,Diesel,120000,21.79 kmpl,240Nm@ 1600-2800rpm,6,1197 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift Dzire ZDi,Diesel,110000,27.39 kmpl,190Nm@ 2000rpm,5,1405 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift 1.2 DLX (Only Delhi),Petrol,37000,18.2 kmpl,259.9Nm@ 1900-2750rpm,5,1396 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 Asta 1.4 CRDi,Diesel,44000,12.99 kmpl,72Nm@ 4386rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Scorpio LX,Diesel,80000,22.0 kmpl,200Nm@ 1750rpm,9,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Sumo Gold EX BSIII,Diesel,125000,16.78 kmpl,330Nm@ 1600-2800rpm,7,1497 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Tata,Tata Tiago Wizz 1.05 Revotorq,Diesel,13500,22.0 kmpl,101Nm@ 3000rpm,5,1582 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Zest Revotron 1.2 XT,Petrol,75000,24.0 kmpl,96.1Nm@ 3000rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Accent GLE,Petrol,120000,16.78 kmpl,"12.5@ 3,500(kgm@ rpm)",5,1248 CC,17,"Comapany Name:Universal Sompo,Policy Plan:5670"
Honda,Honda Brio Exclusive Edition,Petrol,120000,16.78 kmpl,330Nm@ 1600-2800rpm,5,1498 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 AT Asta,Petrol,70000,19.0 kmpl,200Nm@ 1400-3400rpm,5,1248 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Tata,Tata Manza Club Class Quadrajet90 LX,Diesel,70000,14.3 kmpl,190Nm@ 2000rpm,5,1186 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto LX,Petrol,15000,16.8 kmpl,110Nm@ 4800rpm,5,2982 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata New Safari DICOR 2.2 EX 4x2,Diesel,53000,18.49 kmpl,111.8Nm@ 4000rpm,7,1047 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Bolero SLE,Diesel,120000,19.0 kmpl,190Nm@ 2000rpm,7,1498 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra Bolero DI DX 7 Seater,Diesel,70000,20.36 kmpl,200Nm@ 1750rpm,7,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mercedes-Benz,Mercedes-Benz GL-Class 220d 4MATIC Sport,Diesel,120000,16.55 kmpl,"11.8@ 3,200(kgm@ rpm)",5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Omni E MPI STD BS IV,Petrol,100000,20.3 kmpl,"11.4 kgm at 4,000 rpm",8,2494 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Grand i10 Sportz,Petrol,110000,19.7 kmpl,,5,2498 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Grand i10 Sportz,Petrol,100000,17.1 kmpl,113Nm@ 4200rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i10 Sportz AT,Petrol,162500,25.1 kmpl,135.4Nm@ 2500rpm,5,1197 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift VXI Deca,Petrol,39000,18.49 kmpl,219.7Nm@ 1500-2750rpm,5,1198 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai i10 Sportz AT,Petrol,75000,19.0 kmpl,190Nm@ 2000rpm,5,1396 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift VXI,Petrol,50000,19.1 kmpl,400Nm@ 1750-2500rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VXI,Petrol,40000,18.15 kmpl,300Nm@ 1750-2500rpm,5,2956 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra Bolero 2011-2019 ZLX,Diesel,92500,19.0 kmpl,259.9Nm@ 1900-2750rpm,7,1047 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Verna 1.6 SX VTVT (O),Petrol,158000,21.21 kmpl,190Nm@ 2000rpm,5,1193 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 Active 1.2,Petrol,120000,23.0 kmpl,190Nm@ 2000rpm,5,1495 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Baleno Zeta,Petrol,50000,17.8 kmpl,200Nm@ 1750rpm,5,1198 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai i20 1.2 Asta,Petrol,110000,13.0 kmpl,190Nm@ 2000rpm,5,1197 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Alto LXI,Petrol,2000,11.5 kmpl,190.25nm@ 1750-2250rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VDI,Diesel,181000,18.15 kmpl,343Nm@ 1400-3400rpm,5,796 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Swift Dzire VXI,Petrol,70000,20.54 kmpl,140Nm@ 1800-3000rpm,5,2179 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 CRDi Sportz,Diesel,90000,18.16 kmpl,134Nm@ 4000rpm,5,2523 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VXI,Petrol,2000,15.96 kmpl,117nm@ 4000rpm,5,2143 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Tigor 1.2 Revotron XZA,Petrol,20000,17.92 kmpl,115Nm@ 4000rpm,5,796 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti 800 Std,Petrol,120000,,20.4@ 1400-3400(kgm@ rpm),4,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda City i-DTEC VX,Diesel,35000,17.92 kmpl,247Nm@ 1800-2000rpm,5,1197 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Honda,Honda City i-DTEC VX,Diesel,193000,22.71 kmpl,190Nm@ 2000rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ertiga VXI,Petrol,80000,17.92 kmpl,113Nm@ 4200rpm,7,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda City i VTEC VX,Petrol,40000,20.51 kmpl,104Nm@ 4000rpm,5,1197 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Renault,Renault KWID RXL,Petrol,70000,19.81 kmpl,219.7Nm@ 1500-2750rpm,5,1197 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Toyota,Toyota Innova 2.5 GX (Diesel) 8 Seater,Diesel,122358,14.0 kmpl,290Nm@ 1800-2800rpm,8,2523 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R VXI BS IV,Petrol,75000,18.9 kmpl,223Nm@ 1600-2200rpm,5,1591 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Creta 1.4 CRDi S Plus,Diesel,120000,19.09 kmpl,140Nm@ 1800-3000rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Tata,Tata Tiago 1.2 Revotron XZ,Petrol,40000,13.6 kmpl,140Nm@ 1500-4000rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,Diesel,95200,28.4 kmpl,"12.5@ 3,500(kgm@ rpm)",5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Baleno Zeta Automatic,Petrol,33033,17.8 kmpl,109Nm@ 4500rpm,5,796 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift ZXI ABS,Petrol,63063,23.01 kmpl,114Nm@ 4000rpm,5,1248 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Dzire VXi AT,Petrol,60000,14.0 kmpl,200Nm@ 1750-3000rpm,5,1197 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Swift LXI Option,Petrol,45000,18.9 kmpl,62Nm@ 3000rpm,5,1120 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Zen LXI,Petrol,80000,13.6 kmpl,320Nm@ 1700-2700rpm,5,1197 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Celerio LXI,Petrol,170000,18.49 kmpl,180 Nm at 1440-1500rpm,5,1199 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Innova 2.5 V Diesel 8-seater,Diesel,207890,21.1 kmpl,180 Nm at 1440-1500rpm,8,1199 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Maruti,Maruti Ritz LDi,Diesel,7976,19.0 kmpl,400Nm@ 1400-2800rpm,5,796 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Maruti,Maruti Zen LXI,Petrol,35000,23.1 kmpl,59Nm@ 2500rpm,5,1498 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Hyundai,Hyundai Verna 1.6 SX VTVT (O),Petrol,35000,21.1 kmpl,114Nm@ 4000rpm,5,1498 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Zen Estilo LXI BSIII,Petrol,35000,26.0 kmpl,114Nm@ 4000rpm,5,1373 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Alto LX,Petrol,50000,13.6 kmpl,111.8Nm@ 4000rpm,5,1497 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti A-Star Vxi,Petrol,20000,13.58 kmpl,113Nm@ 4200rpm,5,799 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Ertiga VDI,Diesel,20000,22.54 kmpl,111.8Nm@ 4000rpm,7,2494 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift Ldi BSIII,Diesel,50000,18.6 kmpl,114Nm@ 4000rpm,5,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Wagon R LXI,Petrol,50000,18.49 kmpl,114Nm@ 4000rpm,5,1396 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Ford,Ford Figo Diesel Titanium,Diesel,120000,13.5 kmpl,195Nm@ 1400-2200rpm,5,1199 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Mahindra,Mahindra XUV300 W8 Option BSIV,Petrol,70000,10.1 kmpl,154.9Nm@ 4200rpm,5,1186 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Creta 1.6 CRDi AT SX Plus,Diesel,50000,20.63 kmpl,114.73Nm@ 4000rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Maruti,Maruti Swift VXI BSIV,Petrol,16500,18.15 kmpl,113Nm@ 4200rpm,5,1298 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Hyundai,Hyundai Grand i10 Asta,Petrol,70000,21.9 kmpl,"11.4 kgm at 4,000 rpm",5,1197 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Toyota,Toyota Fortuner 2.8 2WD MT BSIV,Diesel,99361,23.1 kmpl,62Nm@ 3000rpm,7,1197 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Renault,Renault KWID RXL,Petrol,25000,13.2 kmpl,190Nm@ 2000rpm,5,1197 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Honda,Honda Brio 1.2 VX MT,Petrol,70000,15.96 kmpl,114Nm@ 4000rpm,5,993 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Volkswagen,Volkswagen Ameo 1.2 MPI Comfortline Plus,Petrol,80000,19.09 kmpl,160Nm@ 1500-2750rpm,5,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Etios Liva GD SP,Diesel,70000,15.96 kmpl,,5,2494 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Hyundai,Hyundai i10 Sportz,Petrol,70000,,114Nm@ 4000rpm,5,1248 CC,12,"Comapany Name:Magma HDI,Policy Plan:3259"
Renault,Renault Duster 85PS Diesel RxL,Diesel,60000,13.6 kmpl,108Nm@ 4400rpm,5,1461 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Mahindra,Mahindra XUV500 W8 2WD,Diesel,10000,15.96 kmpl,114Nm@ 3500rpm,7,993 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
Toyota,Toyota Innova 2.5 V Diesel 7-seater,Diesel,80000,16.95 kmpl,59Nm@ 2500rpm,7,1591 CC,13,"Comapany Name:Magma HDI,Policy Plan:3600"
Tata,Tata Indigo CS eGLX BS IV,Petrol,30000,21.02 kmpl,200Nm@ 1750rpm,5,998 CC,3,"Comapany Name:Go Digit,Policy Plan:4000"
